source,post_url,time,user_id,title,text,likesCount,commentCount,shareCount,media_url/0,media_url/1,media_url/2,media_url/3,media_url/4,shared_post_url,shared_post_text,shared_post_media_url,is_ev,conf_score,summary,theme,charge_type,stn_status,operator,landlord,location,sentiment,promo_val,promo_trig,user_impact,comp_insight
香港電動車資訊及充電交流谷,https://www.facebook.com/groups/hkevcharging/permalink/3609179249377103/,9/1/2025,1.14015E+15, ,"唔好意思, 上網搵咗好耐都唔係有d太明要求教大家。岩岩買了MODEL 3等攞車，公司有13A位，樓下車場有cornerstone中充位，咁係咪應該買一條13A (tesla umc), 同埋一條type 2線? 有冇線兼容13a同type 2?最後, 比較唔明的地方係，係咪有d 中充站跟機有線唔駛用自己線, 有d中充站就要自己線? 我見樓下cornerstone好似冇線在機附近。網上睇中電充站又好似充電有線。唔該大家先",1,7,0, , , , , , , , ,TRUE,0.95,新Tesla Model 3車主請教充電線材配置，公司有13A插座，樓下停車場設有Cornerstone中充站（無自備線），詢問是否需同時購買13A Tesla UMC及Type 2線材，以及釐清不同中充站（如CLP充電站）是否自備充電線的問題。,充電疑問,兩者皆有,營運中,Cornerstone,Unknown,Unknown,Neutral,None,None,新車主對不同充電標準（13A慢充、Cornerstone中充）及線材配置普遍感到困惑，反映市場缺乏清晰的充電設施指引，可能影響新買家的入門體驗及充電樁使用率。,車主明確指出Cornerstone中充站無自備線，與CLP充電站自備線的設計形成對比，反映自備線設計可能增加新車主的使用門檻。營辦商應考慮加設清晰標示或提供基本線材方案，以降低新用戶的學習成本並提升競爭力。
香港電動車資訊及充電交流谷,https://www.facebook.com/groups/hkevcharging/permalink/3598340210461007/,8/19/2025,6.15739E+13, ,邊間公司可以建超充充電站呢,4,9,0, , , , , , , , ,TRUE,0.7,有用戶詢問香港有哪些公司可以建設電動車超充充電站，屬於一般性查詢，未提及具體營辦商或項目細節。,充電疑問,快充/超充,未提及,Unknown,Unknown,Unknown,Neutral,None,None,None,None
香港電動車資訊及充電交流谷,https://www.facebook.com/groups/hkevcharging/permalink/3595457420749286/,8/16/2025,pfbid02mfaWHnW9mLmLQQ3xYTHZt8gQZJ4mtf1XzEKd72WJM52XDQAcDwV7nSYg38GHoJPEl, ,藍塘匯十點前充電係平，但係已經試過兩次，吾知係唔係因為人地充多，調慢充電，但十點後去充幾次都沒問題,12,24,0,https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-6/534392008_10238287506675879_8625299955326658035_n.jpg?stp=cp6_dst-jpg_s590x590_tt6&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=nmois-uInekQ7kNvwHmU9og&_nc_oc=AdpSlu3JNufiE-s5ajdQKQPf3iRsECNFC2uN2OuPgk9H-IgMEwMB434OuL39kgo1ZBw&_nc_zt=23&_nc_ht=scontent-atl3-1.xx&_nc_gid=_GpgydSu575_7GU3pcAXvA&_nc_ss=70289&oh=00_Af6NYrVILPMTRObPrX2G52kCoWMdL1XeeUt1dx-GzNmNkw&oe=6A14A6DF,https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-6/533165139_10238287506435873_1070581206202494973_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=106&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=6RE49aaPSC4Q7kNvwGcOh5t&_nc_oc=AdrngJT5SJ_MOGKavecTt9YuXlj99ipap5LcdItH3OdmrZjAG93hgvM4PM2Vv5rwuaw&_nc_zt=23&_nc_ht=scontent-atl3-1.xx&_nc_gid=_GpgydSu575_7GU3pcAXvA&_nc_ss=70289&oh=00_Af6o6VBtXk5BDLjdzZ97TfwSFmNFx9IwaU3YvigEhwzpSA&oe=6A14A209, , , , , , ,TRUE,0.92,車主反映藍塘匯充電站於晚上十時前充電速度疑似因多人同時充電而被調慢（負載分流），已親身經歷兩次；但十時後前往充電則完全正常，未見問題。,其他無關,中充/慢充,營運中,Unknown,Unknown,藍塘匯停車場,Negative,None,None,充電站在繁忙時段（晚上十時前）出現疑似動態負載分流導致速度下降，影響車主充電效率，可能促使車主刻意避開高峰時段或轉投其他充電站，降低該站使用率。,此類因負載管理而影響充電速度的問題，反映營辦商在電力容量配置上存在瓶頸。若競爭對手能在同一區域提供穩定不降速的充電體驗，將能有效吸納該批不滿車主，搶佔市場份額。
香港電動車充電資訊交流,https://www.facebook.com/366950274676457/posts/1520819685956171,8/13/2025,1.00068E+14, ,測試順利240kW 商用車專用快充,22,3,0,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/530890690_1081711600763410_7469214894788561927_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=2ZLYWV8WhIwQ7kNvwHVsMPM&_nc_oc=Adr3z5yR301esDx64G1wCfPCHXIGLYR4_7WUSvfY8xbYHxgrTBNorjIVTcWl4XzPWjQ&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=UNWQBoz5Mg-e0NBKfo8JXA&_nc_ss=70289&oh=00_Af4KJSlcRfXZZWDkACgOaaAlqhh-mq7MEClC83v3J5rR4A&oe=6A14FF82, , , , , , , ,TRUE,0.7,貼文指240kW商用車專用快充測試順利完成，該充電器專門為商用車輛（如電動貨車、巴士）提供快速充電服務。,其他無關,快充/超充,新啟用,Unknown,Unknown,Unknown,Positive,None,None,240kW快充專門為商用車設計，可大幅縮減電動商用車的充電時間，對物流車隊營運效率有直接幫助，吸引更多物流業界考慮轉用電動商用車。,240kW商用車快充的出現填補了市場上電動商用車快充基建的空白，與專注私家車充電的營辦商形成差異化競爭優勢，亦可能吸引商用車隊業主與充電營辦商建立長期合作關係。
香港電動車充電資訊交流,https://www.facebook.com/groups/366950274676457/permalink/1519412309430242/,8/11/2025,1.00068E+14, ,專業的事交給專業的EVLifeEV Life 是Zeekr充電機指定承辦商安全保障專業服務www.evlife.com.hk,3,0,0,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/531988202_1080457694222134_7319349555735348173_n.jpg?stp=cp6_dst-jpg_s590x590_tt6&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=wvBaOxG2YUoQ7kNvwG6XECQ&_nc_oc=AdqD27SHHomQJ8lmYXP3bPAsiN5pzTgeA6VxONuvw9AJmgcVduWvyJcocpe5yoYkfic&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=UNWQBoz5Mg-e0NBKfo8JXA&_nc_ss=70289&oh=00_Af69CK1oCFmj473P0k5EdcvC0cVUe7NcONNvwofGJDrg2g&oe=6A14E36D,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/532154515_1080457744222129_4881401446702052981_n.jpg?stp=cp6_dst-jpg_s590x590_tt6&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=SPznx414IpoQ7kNvwGEQsJ1&_nc_oc=AdoMg72rjyw7INICyf-WdtVEN-khrfUeMXRV43hErbeHmuozB0xywcVyWXLoECHYgf8&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=UNWQBoz5Mg-e0NBKfo8JXA&_nc_ss=70289&oh=00_Af6VebbypSZ9TdpAGKmTcuWa7S4Jt9BMLznMcf6KKYZtaw&oe=6A14F689,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/531962840_1080457787555458_578024997674674517_n.jpg?stp=cp6_dst-jpg_s590x590_tt6&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=ZR2jV5RN3WIQ7kNvwFMiURm&_nc_oc=AdqsjSUdjlT3h22xiGxwjJX6ewAj50We9hnr7M_oB7yj64HjOKNQ5mJyciNJNXa_z1Y&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=UNWQBoz5Mg-e0NBKfo8JXA&_nc_ss=70289&oh=00_Af6b0qdd8oAKaiB7XZtgG8Qjp8n8wCl47c4-HA3SZnCdSg&oe=6A14ECB5, , , , , ,TRUE,0.8,EV Life 宣稱其為 Zeekr 充電機指定承辦商，強調專業安全保障，並提供官方網站連結作為服務推廣。,價格動態,未提及,未提及,EV Life,Unknown,Unknown,Positive,None,None,None,None
香港電動車資訊及充電交流谷,https://www.facebook.com/2680794722215565/posts/3588713688090326,8/9/2025,5.02302E+14,想請問吓，EHSS計劃下嘅屋苑，裝完基礎設施後，車位業主如唔想俾錢裝7kwh叉機，咁租客有冇得同中電申請開電錶，用13A嚟慢充㗎？唔該晒。,想請問吓，EHSS計劃下嘅屋苑，裝完基礎設施後，車位業主如唔想俾錢裝7kwh叉機，咁租客有冇得同中電申請開電錶，用13A嚟慢充㗎？唔該晒。,1,1,0, , , , , , , , ,TRUE,0.95,有用戶查詢在EHSS（電動車充電設施資助計劃）下的屋苑，當車位業主不願出資安裝7kW充電器時，租客是否可以自行向中電申請開電錶，使用13A插座進行慢速充電。,充電疑問,中充/慢充,未提及,CLPe,Unknown,Unknown,Neutral,None,None,反映車位業主與租客在充電設施投資上的分歧，租客傾向尋找低成本替代方案（如13A慢充），顯示市場對靈活、低門檻的充電方案存在明確需求。,中電作為EHSS參與者，若能提供13A獨立電錶申請方案，可填補業主不願投資7kW充電器時的市場缺口，為營辦商開拓另一條面向租客的充電服務收入渠道。
香港電動車資訊及充電交流谷,https://www.facebook.com/groups/hkevcharging/permalink/3586306428331052/,8/6/2025,pfbid0UPuQg8ySBvrx3MzRh6p69Cn5WtFC6zQZgrkL6t8tbX3umYsz3Su3wodQUQrbnvnBl, ,Asgard荔枝角呢個場大家小心 睇app顯示仲有位 過到去有部benz係到霸左個位 好聲好氣過去問姐姐點解呢部Benz會霸左呢個位 個場有其他位佢可以泊 個姐姐係cls燥狂 內容不斷重覆如下（你問我做乜？你問個車主囉！佢要擺係到我可以點？你做咩過黎問我！你唔鐘意咪唔好黎去第二到差！你投訴我囉呢到有電話！！期間係不停拍滑鼠bang門）有其他差緊電同等緊既師兄都見到而最瘋狂我知佢有燥狂都廢事理佢 咪同個師兄吹水 我地吹水又關佢事 又係咁鬧我地 叫我地唔好問佢 有咩問車主 唔鍾意就走個師兄話佢黎親都見到呢部benz停呢個位冇人鎖車,14,56,1,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/529229823_10161672286381717_7184678381933761045_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=110&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=9JHuRYXdWowQ7kNvwEJSv89&_nc_oc=AdqzOzDTx_GKxEi0uvQ1McydolZnwr-kjypbv63PN5O4RLRsmkbvOWPuhuiGJDuXiLk&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&_nc_gid=SD49xGN_zkM1_7GT7JofXg&_nc_ss=70289&oh=00_Af7nDMBqQKdCWBzFjzbRH7IlXlDbMM9eIjrTYZzJrecN4A&oe=6A14A83E, , , , , , , ,TRUE,0.95,荔枝角Asgard充電站有平治長期霸佔充電位但無充電，車主向女職員反映後遭對方情緒激動地喝罵趕客，其他等候車主證實該車輛經常泊在同一位無人處理，管理態度惡劣。,車位佔用,未提及,營運中,Unknown,Unknown,Asgard荔枝角,Negative,None,None,充電位被非充電車輛長期濫用，加上管理人員態度惡劣趕客，會令電動車車主徹底失去信心及避免前往該站點，直接影響該站點使用率及口碑，車主寧願轉往管理較佳的其他充電站。,此事件反映充電站營辦商如缺乏現場監管及執法機制（如鎖車、收費、勸喻），任由油車霸位，加上前線員工服務質素惡劣，將嚴重損害品牌聲譽。競爭對手若能落實有效佔用管理措施及提供友善客戶服務，將可吸納該批對Asgard失望的車主，形成差異化競爭優勢。
香港電動車資訊及充電交流谷,https://www.facebook.com/2680794722215565/posts/3584418275186534,8/4/2025,1.82336E+15, ,錦上路站新轉乘停車場有一堆講明要收錢嘅 Type 2 插位另外有好多 13A 位唔清楚要不要錢錦上路站 A 出口行過對面就係留意番充電收費係每半小時計注：應該仲有一啲快充位的，不過好熱我唔想行哂成個場，所以冇見到……另外入邉係手機結界,16,8,0,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/526960070_3270319863119503_7403182355599079474_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=XqTo6tfWGVcQ7kNvwFd5CO8&_nc_oc=Adr0QISOujQX_tNYvRTacmQJylaznWnivrPfErbnZt0AO6kTh2-g66E_6QZ4P-ZTUeE&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&_nc_gid=4uer4h1ska9nlZeMk9jc5w&_nc_ss=70289&oh=00_Af7KTRInh-ehXv60h1MZ03PnhARFDGDMmnpIBU9BDHLEuA&oe=6A14A281,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/527095100_3270319993119490_1138158039253204608_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=111&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=g84jqJyHCBQQ7kNvwGSFt20&_nc_oc=Ado6YkfvYWJXCJM-p50sM2HSAcZLa1awm_KWCafjDSzcXH33edXi63jsxZwGlT4ef0Q&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&_nc_gid=4uer4h1ska9nlZeMk9jc5w&_nc_ss=70289&oh=00_Af5Ch_yfAXjShg0lmTr3SQKMe-hxBMrihFsaZ_klKHuFuw&oe=6A149B6C,https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-6/527207171_3270320179786138_3401882134049550750_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=n79a3yHWoAIQ7kNvwE43sa4&_nc_oc=Adr_4ANyuCvV4FuWCrzae-aYL-ZicTWcMIvPn5om9X6rCUB9ZgFdAVk1hudlBnt0XKE&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&_nc_gid=4uer4h1ska9nlZeMk9jc5w&_nc_ss=70289&oh=00_Af4i_0LWtEuTk7c-hLQMeeVtZyaZHoZAhivo1JAOtiYy6w&oe=6A14C4CF,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/526947344_3270320313119458_9180168896989035063_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=5Mo1Oq1t0woQ7kNvwH2iMp6&_nc_oc=AdohvLF9Gz9CAQi8TOMHoUfSWwFVhirHpBDJlrWmWaYC6VamUnKAwcX0i4Ojqh8wY9Q&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&_nc_gid=4uer4h1ska9nlZeMk9jc5w&_nc_ss=70289&oh=00_Af4GttJ7v5LawDTWnug56Et77LbuBqYecDEdu52VQY66lg&oe=6A14AC39,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/527705966_3270320513119438_1703371415419678324_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=104&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=906G5gli5XYQ7kNvwGCExFB&_nc_oc=AdrMjCt2_9B2Yc8gzbpJhvKhO6xl3NYnyjk9UC36_10SOQaj3b_ELhIG3UfKaix9BLg&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&_nc_gid=4uer4h1ska9nlZeMk9jc5w&_nc_ss=70289&oh=00_Af7jTqL6zLAJ50CmeSO1gbh1X8dbahL0Xv8TUk5C5eSRSw&oe=6A14C478, , , ,TRUE,0.9,錦上路站新轉乘停車場設有收費Type 2充電位（按半小時計費）及13A插座，另可能有快充位。停車場位於A出口對面，但場內手機訊號接收極差（手機結界）。,站點情報,中充/慢充,新啟用,Unknown,港鐵,錦上路站新轉乘停車場,Neutral,按半小時計費,None,新停車場提供收費充電選項有助分流錦田一帶電動車主的充電需求，但按半小時計費模式及場內手機訊號死區可能影響用戶支付體驗，降低使用意願。,港鐵旗下停車場逐步引入收費充電設施，反映公共運輸交匯處正成為充電營辦商爭奪的新場景。若場內訊號問題未解決，將影響需App操作的營辦商進駐意願。
香港電動車充電資訊交流,https://www.facebook.com/groups/366950274676457/permalink/1513230813381725/,8/4/2025,pfbid0MB5ocuZjtdxPkyZ1BBj7225Anz29UpkzYBhb7UXKCAJtLuCmNCgxdVz3DGuwFoXSl,想搵註冊電工拆除充電樁一個 元朗屋苑,想搵註冊電工拆除充電樁一個 元朗屋苑,3,3,0, , , , , , , , ,TRUE,0.85,有用戶在元朗屋苑尋找註冊電工協助拆除充電樁，反映該電動車充電設施正面臨拆卸或退役處理。,充電疑問,未提及,暫停服務/損壞,Unknown,Unknown,元朗屋苑,Neutral,None,None,該屋苑充電樁被拆除後，將影響該處電動車車主的日常充電便利性，車主需轉用附近公共充電設施或屋苑內其他充電點。,屋苑拆除充電樁可能反映營運成本過高、使用率不足或管理困難等問題。競爭對手可留意該區車主需求，在元朗區附近增設充電點填補供應缺口。
香港電動車充電資訊交流,https://www.facebook.com/366950274676457/posts/1512602860111187,8/3/2025,1.82336E+15, ,錦上路站新轉乘停車場有一堆講明要收錢嘅 Type 2 插位另外有好多 13A 位唔清楚要不要錢錦上路站 A 出口行過對面就係留意番充電收費係每半小時計注：應該仲有一啲快充位的，不過好熱我唔想行哂成個場，所以冇見到……另外入邉係手機結界,34,15,4,https://scontent-dfw5-1.xx.fbcdn.net/v/t39.30808-6/527404667_3270319866452836_7553245047042352889_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=Id8RIRAnpp4Q7kNvwHvQgOX&_nc_oc=AdpjUl4TX-ckGF6a22gaKAoPiBYcMn7Sk4Wn0pl1Kf2ifL-8W3JmeyEkPLp0sLYPhew&_nc_zt=23&_nc_ht=scontent-dfw5-1.xx&_nc_gid=z0S4ljk0QtX4Aqi7TyuvPQ&_nc_ss=70289&oh=00_Af4BITJvYz9og2dsMAdOq2ljkm4bQHXQaQPnWDoKgTB_Sg&oe=6A14F55E,https://scontent-dfw6-1.xx.fbcdn.net/v/t39.30808-6/527400507_3270320026452820_775766179264094362_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=qwVsnpOqegQQ7kNvwEEDVr6&_nc_oc=AdoVCNfVNbUzQo3Lk-WFnoFuQ-yuvPbvcUoqNRrVY_28aAthI3jl0_fuS2Ornb7b51Y&_nc_zt=23&_nc_ht=scontent-dfw6-1.xx&_nc_gid=z0S4ljk0QtX4Aqi7TyuvPQ&_nc_ss=70289&oh=00_Af4aj1iK6o2RtebtEL-4LzDxacDrjK53KxCNWsAy9Jr42Q&oe=6A14DDAA,https://scontent-dfw5-1.xx.fbcdn.net/v/t39.30808-6/526617162_3270320209786135_1240334773396193595_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=AL9kgcsir20Q7kNvwGiiHME&_nc_oc=AdqCJRr0geopa02fHlhdTqwSTwofQ30qVXIi_z4Tx9cHmvsKitbXM__Dd-m5cexB1Vs&_nc_zt=23&_nc_ht=scontent-dfw5-1.xx&_nc_gid=z0S4ljk0QtX4Aqi7TyuvPQ&_nc_ss=70289&oh=00_Af4dpOUHep2YzDpXLjR-y4e4_5IYnTcjPWqgUcSG074VlQ&oe=6A150BCF,https://scontent-dfw5-1.xx.fbcdn.net/v/t39.30808-6/526989118_3270320356452787_7490669747268942649_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=111&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=-LdAFGzckG4Q7kNvwEbrwCw&_nc_oc=AdrJfPSMoeOL_Uh3fmvhUwEY8k4F4YTgksrJQR_5lgUoTrQqxCtvumYfO_KEy-qCP4w&_nc_zt=23&_nc_ht=scontent-dfw5-1.xx&_nc_gid=z0S4ljk0QtX4Aqi7TyuvPQ&_nc_ss=70289&oh=00_Af6-2roaqRg9CPYoLepROtWuV5VLwqLNDUyamrZBAMHkVw&oe=6A14F1B9,https://scontent-dfw6-1.xx.fbcdn.net/v/t39.30808-6/527191869_3270320556452767_4989817317780806792_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=gYQ8CgfsfNsQ7kNvwHHCUnU&_nc_oc=AdobnHYC0elsD-kMPcXiLmbgiZT4LbT-Jtrm7Iv9fGQu7pF0a6w9l99LmI3TAK2xCvg&_nc_zt=23&_nc_ht=scontent-dfw6-1.xx&_nc_gid=z0S4ljk0QtX4Aqi7TyuvPQ&_nc_ss=70289&oh=00_Af50_kDyIhnolkPNjv3Y4DgHn2pBuq2vk7BRrVZMOiSsQQ&oe=6A14F75F, , , ,TRUE,0.95,錦上路站新轉乘停車場新設充電設施，包括需付費的Type 2插位（按每半小時計費）及大量13A插位（收費方式未明）。現場可能還有快充位但未經確認。停車場位於港鐵錦上路站A出口對面，惟室內手機信號接收較差。,站點情報,中充/慢充,新啟用,Unknown,港鐵 (MTR),錦上路站新轉乘停車場（A出口對面）,Neutral,按每半小時計費（具體金額未提及）,None,新停車場啟用提供更多充電選項，惟按半小時計費模式將影響車主充電策略，或驅使車主傾向使用快充位以縮短充電時間、減少計費次數。13A插位收費不明確可能引起車主混淆。,港鐵於新界西轉乘停車場增設付費充電設施，顯示公共交通交匯處正加速電動車配套布局，對周邊私營充電營辦商構成競爭。Type 2慢充與13A插位並存之設計，反映營運商試圖以低成本方案覆蓋基礎充電需求，惟按時收費模式可能無法有效提升充電周轉率。
香港電動車資訊及充電交流谷,https://www.facebook.com/groups/hkevcharging/permalink/3582450638716631/,8/1/2025,1.4708E+15, ,tesla 部份 wc位 8月1號起 已經正常收費 $2.45,14,1,0,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/525909662_1922200111911580_1523070301868978072_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=43-yHqRbWP8Q7kNvwFFMODE&_nc_oc=AdpQfLrCOzrkIVuqi6etwRfuokwJPkMYlBbNu-6KPvLGFyeZc4lTNoXTrfLyLbRLYvs&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&_nc_gid=4uer4h1ska9nlZeMk9jc5w&_nc_ss=70289&oh=00_Af7Y25cFFfx5hdaCebDmF6eg96qp5POnBJIS8oHsyMlqCQ&oe=6A14B1D6, , , , , , , ,TRUE,0.95,有用戶指出Tesla部分Wall Connector充電位由8月1日起已開始正常收費，每度電收費$2.45，結束免費充電安排。,價格動態,中充/慢充,營運中,Tesla,Unknown,Unknown,Neutral,每度電$2.45,8月1日起生效,Tesla部分Wall Connector充電位由免費轉為收費，會影響一向依賴免費充電的車主，部分車主可能減少使用該等位置或轉用其他充電方案。,Tesla Wall Connector逐步收費，標誌著免費充電時代進一步終結，其他快慢充營辦商可趁機吸引原本依賴Tesla免費充電的車主轉用其服務，擴大市場份額。
香港電動車資訊及充電交流谷,https://www.facebook.com/groups/hkevcharging/permalink/3581447812150247/,7/31/2025,pfbid02ivExDKz57SkQwAwcdLWu77SLgYYRiFm9CztLQXk7rbaC6qcEU1bpWq65jbRj8Mh7l,想問下， 新蒲崗免費充電開始左?,# 想問下， 新蒲崗免費充電開始左?,4,5,0,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/525395954_122125075772890508_3768711696796718633_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=103&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=WL2_2Tu-PgQQ7kNvwENbLPC&_nc_oc=Adp499x004nJ_lr2cmhleoCMBPZ1BXBJOaJFG6GyUoL1q0z7ySvt2Wv2VzD9Rt7Pyhw&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&_nc_gid=4uer4h1ska9nlZeMk9jc5w&_nc_ss=70289&oh=00_Af7t-fnE8e2cglTK0nHEMpE-TfN1GYlJui3325__qu8byw&oe=6A14B01C, , , , , , , ,TRUE,0.7,車主詢問新蒲崗是否已開始提供免費電動車充電服務，可能涉及某個停車場或充電站點新推出的免費充電優惠或活動。,充電疑問,未提及,未提及,Unknown,Unknown,新蒲崗,Neutral,免費充電,None,免費充電消息會吸引車主前往該區充電，可能導致排隊或搶位情況，對於日常依賴公共充電設施的車主極具吸引力。,若新蒲崗某營辦商推出免費充電，將對周邊其他收費充電站構成直接競爭壓力，或引發價格戰及跟風推廣。應密切監察後續具體地點及營辦商資訊。
香港電動車資訊及充電交流谷,https://www.facebook.com/2680794722215565/posts/3579878772307151,7/30/2025,1.28727E+15, ,想問下有冇知快充，最平幾多錢/kWh,1,4,0, , , , , , , , ,TRUE,0.75,車主在社群中詢問香港現時最便宜的快充收費每度電價格，希望獲取各營辦商的最新收費資訊比較。,充電疑問,快充/超充,未提及,Unknown,Unknown,Unknown,Neutral,None,None,反映車主對快充價格敏感度極高，價格競爭將成為吸引用戶的關鍵因素，營辦商需要留意定價策略以保留客戶。,車主主動查詢最平快充價格，顯示市場價格透明度高，低價策略能快速搶佔市場份額，新進營辦商如以低於市場均價定價可吸引價格敏感型車主。
香港電動車資訊及充電交流谷,https://www.facebook.com/groups/hkevcharging/permalink/3580606125567749/,7/30/2025,pfbid0254F7Lr8mcdUz84hUHijfhtDv7MUv5dzGzdEWNn7vRUqQdhjGAmLLEL8yjddMxLr5l, ,香園圍停車場R88 可唔可以有好心人幫手禁一下感謝,7,3,0, , , , , , , , ,TRUE,0.65,車主在香園圍停車場R88車位，請求在場人士協助按掣（可能涉及充電設施啟動或閘門操作），並表示感謝。,充電疑問,未提及,未提及,Unknown,Unknown,香園圍停車場,Neutral,None,None,None,None
香港電動車資訊及充電交流谷,https://www.facebook.com/2680794722215565/posts/3579163302378698,7/29/2025,pfbid02csgByXeRCyavBzh1ihNyUg4gMfs93ssTnWmFtoPRygL8gzA9oEiJg34TTu2QExWDl, ,"The Point 充電有咩情況最快只有 40kwh? 近日去充有時最快只有 40kwh, 隔離係冇車充緊",1,19,0, , , , , , , , ,TRUE,0.95,車主反映The Point充電器在無鄰車共享電力的情況下，充電功率僅達40kW，遠低於預期規格，質疑是否屬設備故障或系統限速問題。,服務問題,快充/超充,暫停服務/損壞,The Point,新鴻基地產,Unknown,Negative,None,None,車主對充電速度未達標感到失望，即使無其他車輛分流仍被限制在40kW，將打擊用戶對The Point充電網絡可靠性的信任，可能轉投其他營辦商。,The Point作為新鴻基地產旗下的充電品牌，若充電樁無法提供標稱功率，將削弱其市場競爭力。競爭對手（如Lets Charge、Shell Recharge）可藉此機會強調自身設備的穩定性與功率達標率以搶佔用戶。
